Time;Speed;Altitude
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:05;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:04;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:03;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:02;00000;00,0
00:00:01;00000;00,0
00:00:01;00000;00,0
00:00:01;00000;00,0
00:00:01;00000;00,0
00:00:01;00000;00,0
00:00:01;00000;00,0
00:00:01;00000;00,0
00:00:01;00000;00,0
